booking_id,charge_description,statute,crime_type,crime_class
20180123041,AGG DUI/NO VALID DL,625-5/11-501(A),F,4
20180123041,IVC - AGG DUI/3,625-5/11-501-A-2-D-1-G-2,F,2
20180123041,IVC - AGG DUI/LIC SUSP OR,625-5/11-501-A,F,4
20180123041,TN424815,625-5/11-501-A-2,T,4
20180123041,TN424816,625-5/6-303-A,T,4
20180123041,TN424817,9-24-010(B),T,4
20180123041,TN424818,9-24-010(B),T,4
20180123044,AMT NARC SCHED I/II/SCH/H,720-570/407(B),F,X
20180123044,AMT NARC SCHED I/II/SCH/HS/PK,720 ILCS 570/407(b)(2),F,1
20180123044,ARMED HABITUAL CRIMINAL,720-5/24-1.7-A,F,X
20180123044,OTHER AMT NARCOTIC SCHED I&II,720-570/401(D)(I),F,2
20180123044,"UUW - WEAPON - FELON, POS",720-5/24-1.1-A,F,3
20180123053,RET THEFT/DISP MERCH/>$300,720 ILCS 5/16-25(a)(1),F,3
20180123060,RET THEFT/DISP MERCH/>$300,720 ILCS 5/16-25(a)(1),F,3
20180123072,AGG UUW/VEH/PREV CONVICTION,720-5/24-1.6(A)(1),F,2
20180123072,ESCAPE,730 5/5 8-A-4.1 A,F,4
20180123072,ESCAPE/VIOLATE ELEC MONITORIN,730-5/5-8A-4.1(A),F,3
20180123072,FELON POSS/USE FIREARM PRIOR,720-5/24-1.1(A),F,2
20180123074,AGG DUI/3,625-5/11-501(A),F,2
20180123074,AGG DUI/LIC SUSP OR REVOKED,625-5/11-501(a),F,4
20180123074,DRIVING RVK/SUSP DUI/SSS,625-5/6-303(A),F,4
20180123074,DRIVING RVK/SUSP DUI/SSS 10-1,625-5/6-303(A),F,3
20180123074,DRIVING RVK/SUSP DUI/SSS 15+,625-5/6-303(A),F,2
20180123074,DRIVING RVK/SUSP DUI/SSS 4-9,625-5/6-303(a),F,4
20180123074,VOBB,725/5-110-S-A-E,F,2
20180123075,AGG UUW/PERSON/PREV CONVICTIO,720-5/24-1.6(A)(2),F,2
20180123075,AGG UUW/VEH/PREV CONVICTION,720-5/24-1.6(A)(1),F,2
20180123075,FELON POSS/USE WEAPON/FIR,720-5/24-1.1(A),F,3
20180123075,FELON POSS/USE WEAPON/FIREARM,720-5/24-1.1(a),F,3
20180123075,FIREARM/FOID INVALID/NOT,430-65/2(A)(1),F,3
20180123075,MFG/DEL 1<15 GR COCAINE/ANLG,720-570/401(C)(2),F,1
20180123075,POSS AMT CON SUB EXCEPT(A,720-570/402(C),F,4
20180123078,AGGRAVATED UNLAWFUL RESTRAINT,720-5/10-3.1(A),F,3
20180123078,ARMED ROBBERY/ARMED W/FIREARM,720-5/18-2(A)(2),F,X
20180123078,ROBBERY,720-5/18-1(A),F,2
20180123078,UNLAWFUL RESTRAINT,720-5/10-3,F,4
20180123082,MFG/DEL COCAINE/SCH/PUB H,720-570/407-B-1,F,X
20180123082,PCS - MFG/DEL1<15 GR COCA,720-570/401-C-2,F,1
20180123082,PCS - POSSESSION - POSS A,720-570/402-C,F,4
20180123082,VIOLATION OF PAROLE,730-5/3-3-9,F,Z
20180123085,AGG ROBBERY/INDICATE ARM W/FI,720-5/18-1(B)(1),F,1
20180123091,AGGRAVATED UNLAWFUL RESTRAINT,720-5/10-3.1(A),F,3
20180123091,ARMED ROBBERY/ARMED W/FIREARM,720-5/18-2(A)(2),F,X
20180123091,UNLAWFUL VEHICULAR INVASION,720-5/18-6(A),F,1
20180123092,AGG ASLT/USE DDLY WEAP/RIFLE,720 ILCS 5/12-2(c)(1),M,A
20180123092,AGG DOMESTIC BATTERY/STRANGLE,720-5/12-3.3(A-5),F,2
20180123092,AGGRAVATED UNLAWFUL RESTRAINT,720-5/10-3.1(A),F,3
20180123092,CRIM TRESPASS TO VEHICLE,720-5/21-2,M,A
20180123092,KIDNAPING/FORCE OR THREAT,720-5/10-1(A)(2),F,2
20180123092,TN-465-780,625-5/6-101,T,A
20180123092,TN-465-781,625-5/11-501(A)4,T,A
20180123092,TN-465-782,9-64-020(A),T,A
20180123092,TN-465-783,625-5/12-603.1,T,A
20180123093,MFG/DEL 1<15 GR HEROIN/ANALOG,720-570/401(C)(1),F,1
20180123093,MFG/DEL 15<100 GR HEROIN/ANLG,720-570/401(A)(1)(A),F,X
20180123093,MFG/DEL HEROIN/SCH/PUB HS/PK,720-570/407(B)(1),F,X
20180123093,OTHER AMT NARCOTIC SCHED I&II,720-570/401(D)(I),F,2
20180123093,PCS - POSSESSION - POSS AMT C,720-570/402-C,F,4
20180123093,TN470360,625-5/6-303-A,T,4
20180123093,TN470361,625-5/12-211-A,T,4
20180123101,AGG UUW/PERSON/PREV CONVICTIO,720-5/24-1.6(A)(2),F,2
20180123101,AGG UUW/VEH/PREV CONVICTION,720-5/24-1.6(A)(1),F,2
20180123101,FELON POSS/USE FIREARM PRIOR,720-5/24-1.1(A),F,2
20180123105,ATT BURGLARY,720-5(8-4)/19-1(A),F,3
20180123105,BURGLARY,720-5/19-1(A),F,2
20180123105,BURGLARY - POSSESSION OF BURG,720-5/19-2-A,F,4
20180123105,POSSESS BURGLARY TOOLS,720-5/19-2(A),F,4
20180123117,MFG/DEL 100<400 GR HERO/A,720-570/401-A-,F,X
20180123117,PCS - MFG/DEL 1<15 GR HEROIN/,720-570/401-C-1,F,1
20180123124,TN382143,9-24-010(B),T,4
20180123124,TN382144,625-5.0/3-701,T,4
20180123124,TN385145,625-5/6-101,T,4
20180123124,TN385146,625-5/3-707,T,4
20180123129,AGG BATTERY/PUBLIC PLACE,720-5/12-3.05(C),F,3
20180123129,AGG BATTERY/USE DEADLY WEAPON,720-5/12-3.05(F)(1),F,3
20180123129,AGG DOMESTIC BATTERY/STRANGLE,720-5/12-3.3(A-5),F,2
20180123129,AGGRAVATED UNLAWFUL RESTRAINT,720-5/10-3.1(A),F,3
20180123129,DOMESTIC BATTERY/OTHER PRIOR,720-5/12-3.2(A)(1),F,4
20180123129,PHONE HARASSMENT/REPEAT RING,720-5/26.5-2-A-2,M,B
20180123129,UNLAWFUL RESTRAINT,720-5/10-3,F,4
20180123147,BURGLARY,720-5/19-1(A),F,2
20180123152,CRIMINAL TRESPASS TO LAND,720-5/21-3-A-1,M,B
20180123152,POSS AMT CON SUB EXCEPT(A)/(D),720 ILCS 570/402(c),F,4
20180123152,RECKLESS CONDUCT,720-5/12-5-A-1,M,A
20180123152,RESISTING/OBSTRUCT/PC OFF,720-5/31-1-A-7,F,4
20180123160,FELON POSS/USE WEAPON/FIREARM,720 ILCS 5/24-1.1(a),F,3
20180123181,AGG DUI/3,625-5/11-501(A),F,2
20180123181,AGG DUI/LIC SUSP OR REVOKED,625-5/11-501(A),F,4
20180123181,AGG DUI/NO VALID DL,625-5/11-501(A),F,4
20180123181,DRIVING RVK/SUSP DUI/SSS 2ND,625-5/6-303(a),F,4
20180123181,DRIVING RVK/SUSP DUI/SSS 3RD,625-5/6-303(A),F,4
20180123181,DRIVING RVK/SUSP DUI/SSS 4-9,625-5/6-303(A),F,4
20180123185,ARMED HABITUAL CRIMINAL,720-5/24-1.7(A),F,X
20180123185,FELON POSS/USE FIREARM PRIOR,720-5/24-1.1(A),F,2
20180123185,FIREARM/FOID INVALID/NOT ELIG,430-65/2(A)(1),F,3
20180123185,OTHER AMT NARCOTIC SCHED I&II,720-570/401(D)(I),F,2
20180123197,POSS AMT CON SUB EXCEPT(A)/(D,720-570/402(C),F,4
20180123202,OTHER AMT NARCOTIC SCHED,720-570/401(D)(I),F,2
20180123202,POSS AMT CON SUB EXCEPT(A,720-570/402(C),F,4
20180123206,FORGERY/SIG DEVICE OF ANOTHER,720-5/17-3(A)(5),F,3
20180123206,ONLILNE SALE/STOLEN PROP/>$30,720-5/16-40(A),F,2
20180123206,RESIDENTIAL BURGLARY,720-5/19-3(A),F,1
20180123206,THEFT CON INTENT <$500 PRIOR,720-5/16-1(A)(1)(A),F,4
20180123206,THEFT/DISP MERCH/<$300/PRECON,720-5/16-25(A)(1),F,4
20180123206,UNLAWFUL POSS CR/DEBIT CARD,720-5/17-32(B),F,4
20180123207,RETAIL THEFT/DISP MERCH/<$300,720 ILCS 5/16-25(a)(1),M,A
20180123207,VIOLATE SEX OFFENDER REGIS,730-150/3(A),F,3
20180123208,AGG CRIM SEX ABUSE/VICTIM <13,720-5/11-1.60(C)(1)(I),F,2
20180123208,ATTEMPT AGG CRIM SEX ABUSE/VI,720 - 5/8-4(11-1.60(,F,3
20180123208,FAIL REGIS/NEW REDIS/SCH/2ND+,730-150/3(B),F,2
20180123208,VIOLATE SEX OFFENDER REGIS/2+,730-150/3(A),F,2
20180123215,MURDER/INTENT TO KILL/INJURE,720 ILCS 5/9-1(a)(1),F,M
20180123235,SEX OFFENDER REGIS/FALSE INFO,730-150/10(A),F,3
20180124001,CANNABIS TRAFFICKING>5000 GRAM,720 ILCS 550/5.1(a),F,X
20180124003,CANNABIS TRAFFICKING>5000 GRA,720-550/5.1(A),F,X
20180124003,"MFG/DEL CANNABIS/>5,000 GRAMS",720-550/5(G),F,X
20180124003,"POSSESS CANNABIS >5,000 GRAMS",720-550/4(G),F,1
20180124011,CONTINUING FIN CRIME ENTRPRS,720-5/17-10.6-H-3,F,1
20180124011,COUNTERFIET CREDIT/DEBIT,720-5/17-41(A)(II),F,3
20180124011,ESCAPE/VIOLATE ELEC MONITORIN,730-5/5-8A-4.1(A),F,3
20180124011,FORGERY/MAKE/ALTER DOCUME,720-5/17-3(A)(1),F,3
20180124011,IDENTITY THEFT/$2K-$10K,720-5/16-30(A)(1),F,2
20180124011,IDENTITY THEFT/$2K-$10K,720-5/16-30-A-1,F,2
20180124011,KNOW POSS/FRAUD/DL/PERMIT,625-5/6-301.2(B)(1),F,4
20180124011,POSS FRAUDULENT ID CARD,15-335/14B(B)(1),F,4
20180124011,POSS/DISPLAY ALTERED ID CARD,15-335/14A(B)(1),F,4
20180124011,THEFT CONTROL INTENT $500,720-5/16-1(A)(1)(A),F,3
20180124011,TN626066,625-5-6-101,T,4
20180124021,ROBBERY,720-5/18-1(A),F,2
20180124037,DRIVING RVK/SUSP DUI/SSS 2ND,625-5/6-303(A),F,4
20180124037,DRIVING RVK/SUSP DUI/SSS 3RD,625-5/6-303(A),F,4
20180124037,DRIVING RVK/SUSP DUI/SSS 4-9,625-5/6-303(A),F,4
20180124037,POSS AMT CON SUB EXCEPT(A)/(D,720-570/402(C),F,4
20180124070,CRIMINAL TRESPASS TO VEHICLES,720-5/21-2-A,M,A
20180124070,TK-078-728,720-5/6-101,T,A
20180124071,DRIVING RVK/SUSP DUI/SSS 4-9,625-5/6-303(A),F,4
20180124071,IVC - DRIVING/RVK/SUSP/MDDP/N,625-5/6-303-A,F,4
20180124071,IVC - IMPROPER TURN AT INTERSE,625-5/11-801,F,P
20180124071,YE625856,625-5/3-707,T,4
20180124071,YE630853,625-5/801,T,P
20180124071,YE630854,625-5/6-101,T,4
20180124071,YE630855,625-5/6-303-A,T,4
20180124071,YE630857,625-5/11-502-A,T,4
20180124073,AGG UUW/PERSON/PREV CONVICTIO,720-5/24-1.6(A)(2),F,2
20180124073,AGG UUW/VEH/PREV CONVICTION,720-5/24-1.6(A)(1),F,2
20180124073,FELON POSS/USE WEAPON/FIREARM,720-5/24-1.1(A),F,3
20180124078,RECEIVE/POSS/SELL STOLEN VEH,625-5/4-103(A)(1),F,2
20180124078,TN-497-883,625-5/6-303-A,T,1
20180124091,,,,
20180124091,PCS POSS CON SUB,720-570/402-C,F,4
20180124091,POSS AMT CON SUB EXCEPT(A)/(D,720-570/402(C),F,4
20180124091,POSS OF HEROIN,720-570/402-C,F,Z
20180124091,URINATING ON THE PUBLIC WAY,8-4-081,Q,L
20180124094,FELON POSS/USE FIREARM PRIOR,720-5/24-1.1(a),F,2
20180124094,FIREARM/FOID INVALID/NOT ELIG,430-65/2(a)(1),F,3
20180124094,MFG/DEL CANNABIS/30-500 GRAMS,720-550/5(d),F,3
20180124094,POSS AMT CON SUB EXCEPT(A,720-570/402(C),F,4
20180124094,POSS FIR FOID EXPIRED/NOT ELIG,430-65/2(a)(1),F,3
20180124096,AGG UUW/LOADED/NO FCCA/FOID,720-5/24-1.6(a)(1),F,4
20180124096,AGG UUW/PERSON/<21,720-5/24-1.6(A)(2),F,4
20180124096,AGG UUW/PERSON/LOADED/NO FCCA,720-5/24-1.6(a)(2),F,4
20180124096,AGG UUW/PERSON/NO FOID,720-5/24-1.6(a)(2),F,4
20180124096,AGG UUW/VEHICLE/<21,720-5/24-1.6(a)(1),F,4
20180124096,AGG UUW/VEHICLE/LOADED/NO,720-5/24-1.6(A)(1),F,4
20180124096,AGG UUW/VEHICLE/NO FOID,720-5/24-1.6(A)(1),F,4
20180124096,AGGRAVATED UNLAWFUL RESTRAINT,720-5/10-3.1(A),F,3
20180124096,ARMED ROBBERY/ARMED W/FIREARM,720 ILCS 5/18-2(a)(2),F,X
20180124096,ARMED ROBBERY/ARMED W/FIREARM,720-5/18-2(A)(2),F,X
20180124096,IDENTITY THEFT/<$300,720-5/16-30(A)(1),F,4
20180124096,IDENTITY THEFT/KNOWS ID STOLE,720-5/16-30(A)(4),F,3
20180124096,ROBBERY - ARMED W/ FIREAR,720-5/18-2-A-2,F,X
20180124096,ROBBERY - ARMED W/ FIREARM,720-5/18-2-A-2,F,X
20180124096,UNLAWFUL POSS CR/DEBIT CARD,720 ILCS 5/17-32(b),F,4
20180124096,UNLAWFUL POSS CR/DEBIT CARD,720-5/17-32-B,F,4
20180124096,UNLAWFUL USE WEAPON,720-5/24-1(A)(10),M,A
20180124097,BURGLARY,720-5/19-1(A),F,2
20180124097,THEFT CONTROL PROB DPRV <$500,720-5/16-1-A-1-C,M,A
20180124097,THEFT/CONTROL <$500/PRIOR,720-5/16-1(A)(1),F,4
20180124103,AGG UUW/VEH/PREV CONVICTI,720-5/24-1.6(A)(1),F,2
20180124103,AGG UUW/VEH/PREV CONVICTION,720-5/24-1.6(A)(1),F,2
20180124103,ARMED HABITUAL CRIMINAL,720-5/24-1.7(A),F,X
20180124103,FELON POSS/USE FIREARM/PAROLE,720-5/24-1.1(A),F,2
20180124104,AGG UUW/VEH/PREV CONVICTION,720-5/24-1.6(A)(1),F,2
20180124104,DOMESTIC BATTERY - BODILY,720-5/12-3.2-A-1,M,A
20180124104,FELON POSS/USE FIREARM PRIOR,720-5/24-1.1(A),F,2
20180124104,POSS FIREARM W/ DEFACED S,720-5/24-5(B),F,3
20180124104,RECKLESS CONDUCT,720-5/12-5(A)(1),M,A
20180124106,AMT NARC SCHED I/II/SCH/HS/PK,720-570/407(B)(2),F,1
20180124106,MFG/DEL COCAINE/SCH/PUB H,720-570/407-B-,F,X
20180124106,OTHER AMT NARCOTIC SCHED I&II,720-570/401(D)(I),F,2
20180124106,SOLICITING UNLAWFUL BUSINESS,10-8-515,Q,L
20180124122,AGG UUW/VEH/PREV CONVICTION,720-5/24-1.6(A)(1),F,2
20180124122,ARMED HABITUAL CRIMINAL,720-5/24-1.7(A),F,X
20180124122,ARMED HABITUAL CRIMINAL,720-5/24-1.7-A,F,X
20180124122,FELON POSS/USE FIREARM PRIOR,720-5/24-1.1(A),F,2
20180124122,FIREARM W/O VALID FOID/ELIG,430-65/2-A-1,M,A
20180124122,POSS FIREARM W/ DEFACED SER N,720-5/24-5(B),F,3
20180124122,POSS FIREARM W/DEFACED SERIAL,720-5/24-5-B,F,3
20180124122,RESISTING/OBSTRUCT/PC OFF,720-5/31-1-A,M,A
20180124122,TN-330-357,9-76-050(B),T,2
20180124122,TN-508-989,9-20-010(B),T,A
20180124122,UUW - WEAPON - FELON POSS/USE,720-5/24-1.1-A,F,2
20180124123,AGG BATTERY/PEACE OFFICER,720 ILCS 5/12-3.05(d)(4),F,2
20180124123,AGG BATTERY/PEACE OFFICER,720-5/12-3.05-,F,2
20180124123,AGG UUW/LOADED/NO FCCA/FO,720-5/24-1.6(A)(1),F,4
20180124123,AGG UUW/VEHICLE/<21,720-5/24-1.6(A)(1),F,4
20180124123,FELON POSS/USE WEAPON/FIR,720-5/24-1.1(A),F,3
20180124123,UNLAW USE FIREARM BY FELON, 720-5/24-1.1(A),F,3
20180124123,UNLAWFUL USE OR POSS OF W,720-5/24-1.1(A),F,3
20180124131,AGG DUI/NO VALID DL,625-5/11-501(A),F,4
20180124131,AGG DUI/NO VALID INS,625-5/11-501(A),F,4
20180124131,DRIVING ON SUSPENDED LICENSE,625 ILCS 5/6-303(a),M,A
20180124131,POSS OF CONT SUB,720 570/402(C),F,4
20180124141,RESIDENTIAL BURGLARY,720-5/19-3(A),F,1
20180124152,VIO ORDER/PRIOR VIO OF ORDER,720-5/12-3.4(A)(1),F,4
20180124164,ACCIDENT INJURY/DEATH/11-403,625-5/11-401(A),F,4
20180124164,FAILURE REPORT ACCIDENT/DEATH,625-5/11-401(B),F,1
20180124164,RECKLESS HOMICIDE/MTR VEHICLE,720-5/9-3(A),F,3
20180124168,AGG CRIM SEX ABUSE/VICTIM <13,720-5/11-1.60(C)(1)(I),F,2
20180124168,PRED CRIM SEX ASLT/VICTIM <13,720-5/11-1.40(A)(1),F,X
20180124171,DRUG PARAPHERNALIA SALE,720-600/3.5,M,U
20180124171,ILLEG POSS/FIREARM/AMMO/FOID,430-65/2(A),M,A
20180124171,ILLEG POSS/FIREARM/AMMO/FOID,430-65/2(A)(2),M,A
20180124172,OTHER AMT NARCOTIC SCHED I&II,720-570/401(D)(I),F,2
20180125014,OTHER AMT NARCOTIC SCHED I&II,720-570/401(D)(I),F,2
20180125038,DOMESTIC BATTERY/BODILY HARM,720 ILCS 5/12-3.2(a)(1),M,A
20180125038,NEGLECTED/ABUSED MINOR,705 ILCS 405/2-3,Other,Other
20180125038,POSS AMT CON SUB EXCEPT(A)/(D,720-570/402(C),F,4
20180125038,RETAIL THEFT/DISP MERCH/<$300,720 ILCS 5/16-25(a)(1),M,A
20180125053,FORGERY/ISSUE/DELIVER DOCUMEN,720-5/17-3(A)(2),F,3
20180125053,FORGERY/MAKE/ALTER DOCUMENT,720-5/17-3(A)(1),F,3
20180125053,IDENTITY THEFT/$2K-$10K,720-5/16-30(A)(1),F,2
20180125053,METH - POSSESSION OF METH/5<1,720-646/60-A,F,2
20180125053,METH DELIVERY/5<15 GRAMS,720-646/55(A)(1),F,1
20180125053,POSSESSION OF METH/5<15 GRAMS,720-646/60(A),F,2
20180125053,RECEIVE/POSS/SELL STOLEN VEH,625-5/4-103(A)(1),F,2
20180125054,OTHER AMT NARCOTIC SCHED I&II,720-570/401(D)(I),F,2
20180125054,SOLICITING UNLAWFUL BUSINESS,10-8-515,M,L
20180125065,ARMED HABITUAL CRIMINAL,720 ILCS 5/24-1.7(a),F,X
20180125065,CANNABIS - MFG/DEL - 10-30 GR,720-550/5-C,F,4
20180125065,CRIMINAL TRESPASS TO VEHICLES,720 ILCS 5/21-2(a),M,A
20180125065,LOCAL ORDINANCE,625 ILCS 5/1-2-1,Other,Other
20180125065,SOLICITING UNLAWFUL BUSINESS,10-8-515,M,L
20180125072,BURGLARY,720-5/19-1(A),F,2
20180125072,RETAIL THEFT - OBTAINS UNAUTH,720-5/16-25-A-8,M,A
20180125072,RETAIL THEFT/DISP MERCH/<$300,720-5/16-25-A-1,M,A
20180125074,AGG BATTERY/DISCHARGE FIREARM,720-5/12-3.05(E)(1),F,X
20180125074,AGG DISCHARGE FIREARM/OCC VEH,720-5/24-1.2(A)(2),F,1
20180125074,ATTEMPT MURDER/INTENT TO KILL,720 - 5/8-4(A)(720-5,F,X
20180125074,MFG/DEL 1<15 GR COCAINE/ANLG,720-570/401(C)(2),F,1
20180125078,CRIMINAL TRESPASS TO VEHICLES,720-5/21-2-A,M,A
20180125078,OBSTRUCTING IDENTIFICATIO,720-5/31-4.5-A,M,A
20180125078,RECEIVE/POSSESS/SELL  STO,625-5/4-103-A-,F,2
20180125078,TN-300-924,625-5/11-708-B,T,2
20180125078,TN-300-925,625-5/11-402-A,T,2
20180125078,TN-300-926,625-5/6-303-A,T,2
20180125078,TN-720-685,625-5/6-303(A),T,A
20180125079,AGG BATTERY/DISCHARGE FIREARM,720-5/12-3.05(e)(1),F,X
20180125079,AGG DISCHARGE FIREARM/OCC VEH,720-5/24-1.2(a)(2),F,1
20180125079,ATTEMPT MURDER/INTENT TO KILL,720 - 5/8-4(A)(720-5,F,X
20180125079,ATTEMPT MURDER/INTENT TO KILL/,720 - 5/8-4(A)(720-5,F,X
20180125099,CANNABIS - MFG/DEL - 10-3,720-550/5-C,,L
20180125099,MFG/DEL 1<15 GR HEROIN/ANALOG,720-570/401(C)(1),F,1
20180125099,MFG/DEL CANNABIS/10-30 GRAMS,720-550/5(C),F,4
20180125099,SOLICITING UNLAWFUL BUSINESS,10-8-515,M,L
20180125113,MFG/DEL 1<15 GR HEROIN/ANALOG,720-570/401(C)(1),F,1
20180125113,PCS - MFG - POSSESS ANY S,720-570/401.5-,F,4
20180125115,CYBERSTALK/CAUSE APPREHENSION,720-5/12-7.5(A-3)(2),F,4
20180125115,CYBERSTALK/CAUSE PER DISTRESS,720-5/12-7.5(A)(2),F,4
20180125115,CYBERSTALK/CAUSE PERSON FEAR,720-5/12-7.5(A)(1),F,4
20180125115,ELEC HRSMT/OBSCENE/3+,720-5/26.5-3(A)(1),F,4
20180125115,HARR BY TELE,720 5/26.5-2(A)(2),F,X
20180125118,AGG ID THEFT/<$300/60 YRS+,720-5/16-30(b)(1),F,3
20180125118,CONTINUING FIN CRIME ENTRPRS,720-5/17-10.6(H),F,1
20180125118,FORGERY/ISSUE/DELIVER DOCUMENT,720-5/17-3(a)(2),F,3
20180125118,FORGERY/MAKE/ALTER DOCUMENT,720-5/17-3(a)(1),F,3
20180125118,IDENTITY THEFT/$300-$2000,720-5/16-30(a)(1),F,3
20180125118,IDENTITY THEFT/$300-$2000,720-5/16-30-A-1,F,3
20180125118,IDENTITY THEFT/<$300,720-5/16-30-A-1,F,4
20180125118,IDENTITY THEFT/<$300/PRECONV,720-5/16-30(a)(1),F,3
20180125118,THEFT DECEP INTENT <$500,720-5/16-1(A)(2)(A),F,4
20180125118,THEFT DECEP INTENT <$500 PRIOR,720-5/16-1(a)(2)(A),F,4
20180125118,UNLAWFUL POSS CR/DEBIT CA,720-5/17-32(B),F,4
20180125118,USE OF ACCT NUMBER/CODE/<$150,720-5/17-38(a),F,4
20180125118,USE OF ACCT NUMBER/CODE/>$150,720-5/17-38(a),F,3
20180125125,FORGERY/ISSUE/DELIVER DOCUMEN,720-5/17-3(A)(2),F,3
20180125125,FORGERY/POSSESS WITH INTENT,720-5/17-3(A)(3),F,3
20180125125,OBSTRUCT ID,720 5/31-4.5,M,B
20180125125,POSS FRAUDULENT ID CARD,15-335/14B(B)(1),F,4
20180125125,POSS/DISPLAY ALTERED ID CARD,15-335/14A(B)(1),F,4
20180125125,RETAIL THEFT,720 5/16-25(A)(1),M,B
20180125125,YE630289,720-5/6-303-A,T,A
20180125129,ARMED HABITUAL CRIMINAL,720-5/24-1.7(A),F,X
20180125129,FELON POSS/USE FIREARM PRIOR,720-5/24-1.1(A),F,2
20180125132,DIRECT CIVIL CONTEMPT,720 ILCS 5/1-3,Other,Other
20180125134,AGG BATTERY/PEACE OFFICER,720-5/12-3.05(D)(4),F,2
20180125134,AGG BATTERY/PEACE OFFICER,720-5/12-3.05-D-4,F,2
20180125134,CANNABIS - MFG/DEL - 30-500 G,720-550/5-D,F,3
20180125134,MFG/DEL CANNABIS/10-30 GR,720-550/5(C),F,4
20180125134,PCS - POSSESSION - POSS A,720-570/402-C,F,4
20180125134,POSS AMT CON SUB EXCEPT(A,720-570/402(C),F,4
20180125134,RESIST/PC OFF/CORR/FRFTR/,720-5/31-1(A-7),F,4
20180125134,RESISTING/OBSTRUCT/PC OFF/COR,720-5/31-1-A 7,F,4
20180125134,RESISTING/OBSTRUCT/PC OFF/COR,720-5/31-1-A-7,F,4
20180125134,TN-496-509,9-76-160-F,T,4
20180125134,TN-496-510,625-5/12-603.1,T,4
20180125134,TN-496-511,625-5/6-101,T,4
20180125139,MFG/DEL CANNABIS/2000<5000 GR,720-550/5(F),F,1
20180125142,AGG ROBBERY/INDICATE ARM W/FI,720-5/18-1(B)(1),F,1
20180125142,ARMED ROBBERY/ARMED W/FIREARM,720-5/18-2(A)(2),F,X
20180125142,ARMED ROBBERY/NO FIREARM,720-5/18-2(A)(1),F,X
20180125174,COUNTERFIET CREDIT/DEBIT CARD,720-5/17-41(A)(II),F,3
20180125174,IDENTITY THEFT/KNOWS ID STOLE,720-5/16-30(A)(4),F,3
20180125174,KNOW POSS/FRAUD/DL/PERMIT,625-5/6-301.2(b)(1),F,4
20180125174,USE FORGED CR/DEBIT CARD/<$30,720-5/17-36,F,4
20180125185,AGG DUI/NO VALID DL,625-5/11-501(A),F,4
20180125185,AGG DUI/NO VALID INS,625-5/11-501(A),F,4
20180125190,AGG ROBBERY/INDICATE ARM W/FI,720-5/18-1(B)(1),F,1
20180125190,ARMED ROBBERY/ARMED W/FIREARM,720-5/18-2(A)(2),F,X
20180125190,RETAIL THEFT,720-5/16-25(A)(1),M,
20180125190,ROBBERY,720-5/18-1(A),F,2
20180125190,THEFT CONTROL INTENT $500<10K,720-5/16-1(A)(1)(A),F,3
20180125193,THEFT CON INTENT <$500 PRIOR,720-5/16-1(A)(1)(A),F,4
20180125193,THEFT CONTROL INTENT $500<10K,720-5/16-1(A)(1)(A),F,3
20180125193,UNLAWFUL POSS CR/DEBIT CARD,720-5/17-32(B),F,4
20180125199,CYBERSTALK/WEBPAGE/APPREH,720-5/12-7.5(A-5)(2),F,4
20180125199,CYBERSTALK/WEBPAGE/THREAT,720-5/12-7.5(A-5)(1),F,4
20180125199,THREATEN A PUBLIC OFFICIAL,720-5/12-9(A),F,3
20180125201,FAIL TO REPORT ANNUALLY,730 ILCS 154/30,F,3
20180125205,FAILURE TO REPORT ANNUALLY/2+,730-150/6,F,2
20180125205,MFG/DEL 1<15 GR HEROIN/ANALOG,720-570/401(C)(1),F,1
20180125207,AGG DUI/LIC SUSP OR REVOKED,625-5/11-501(A),F,4
20180125207,DRIVING RVK/SUSP DUI/SSS 2ND,625-5/6-303(A),F,4
20180125210,MFG/DEL 1<15 GR COCAINE/ANLG,720-570/401(C)(2),F,1
20180125210,MFG/DEL 1<15 GR HEROIN/ANALOG,720-570/401(C)(1),F,1
20180125210,POSS AMT CON SUB EXCEPT(A)/(D,720-570/402(C),F,4
20180125221,AGG CRIM SEX ASLT/VICTIM <13,720 ILCS 5/12-14(b)(1),F,X
20180126012,ATT AGG VEHICLE HIJACKING,720-5(8-4)/18-4(A)(4),F,1
20180126012,RECEIVE/POSS/SELL STOLEN,625-5/4-103(A)(1),F,2
20180126013,AGG FLEEING/2+ CON DVC/2N,625-5/11-204.1(A)(4),F,3
20180126013,AGG FLEEING/21 MPH OVER/2,625-5/11-204.1(A)(1),F,3
20180126013,AGG FLEEING/DMG >$300 PRO,625-5/11-204.1(A)(3),F,3
20180126013,ATT AGG VEHICLE HIJACKING,720-5(8-4)/18-4(A)(4),F,1
20180126013,IVC - AGG FLEEING POLICE/21MP,625-5/11-204.1-A-1,F,3
20180126013,MFG/DEL SCHED IV/SCH/PUB/PK,720-570/407(B)(5),F,2
20180126013,OTHER AMOUNT SCHEDULE IV,720-570/401(G),F,3
20180126013,RECEIVE/POSS/SELL STOLEN,625-5/4-103(A)(1),F,2
20180126013,RECEIVE/POSSESS/SELL  STOLEN,625-5/4-103-A-1,F,2
20180126013,RECEIVE/POSSESS/SELL  STOLEN,720-5/4-103-A-1,F,2
20180126013,UNLWFL POSS/DRIVER/VEH/ST,625-5/4-103.2(A)(7)(A),F,1
20180126013,VEHICULAR HIJACKING - AGG - F,720-5/18-4-A-4,F,X
